train_loss,train_acc,val_loss,val_acc
1.3006915535438761,0.227246952083924,0.874135164615235,0.6045081967213115
0.9027968039247649,0.4549191947831018,0.5855944761650158,0.6892076502732241
0.4653304330782813,0.6743691522540403,0.4891702722900552,0.6967213114754098
0.31380896880770665,0.7660901616104338,0.46052579432624124,0.7199453551912568
0.2426386773269407,0.8049333711369436,0.2932514447790107,0.7916666666666666
0.20207440805377722,0.8393819109724979,0.2858839537961093,0.7930327868852459
0.1681134527766201,0.8614970229656932,0.27903179223954555,0.7950819672131147
0.14240540387882603,0.8746810320385597,0.2789810614016599,0.805327868852459
0.11364830665972674,0.9058690104905018,0.3247691917441826,0.7909836065573771
0.11669789145769024,0.896796144031755,0.281025323874312,0.8060109289617486
0.10478227976619825,0.9033172667989793,0.2711272888659128,0.8244535519125683
0.08391403293684399,0.9191947831017863,0.2556138558114772,0.8114754098360656
0.07138294212970073,0.9291182307910405,0.25005288496537165,0.8121584699453552
0.0682998906038353,0.9311029203288914,0.2667951632839439,0.7896174863387978
0.0692127294889127,0.9349305358661752,0.2605992586598757,0.8189890710382514
0.06694430624260793,0.9326623192514886,0.2710748782971126,0.828551912568306
0.05553424617881338,0.9451375106322654,0.27156087361489895,0.8265027322404371
0.04310413061207842,0.9594556280124752,0.24989543495575078,0.8299180327868853
0.03590771463586887,0.9637085341650128,0.2497610728258949,0.8367486338797814
0.030461853032079843,0.9665438049333711,0.2501577161884831,0.8340163934426229
0.027839305986491064,0.9672526226254607,0.25158521700097003,0.828551912568306
0.0244768923604008,0.9733484547774313,0.2507933864296116,0.8353825136612022
0.027027320455805182,0.9703714204706549,0.24424165668003542,0.8387978142076503
0.02312804939320904,0.9760419620073717,0.25337520288430726,0.8333333333333334
0.02596285639355566,0.9727814006237596,0.26272767455318036,0.8326502732240437
0.01905432933144565,0.9777431244683867,0.252221880505775,0.8333333333333334
0.020572969636626106,0.979018996314148,0.26656546295652944,0.8265027322404371
0.019447281952975896,0.9793025233909839,0.2611587830023049,0.8340163934426229
0.018590863824982817,0.9800113410830734,0.26944476792875416,0.8387978142076503
0.019311088206775132,0.9791607598525659,0.2638042319969449,0.8394808743169399
0.018310075619175865,0.9778848880068046,0.26556142558774065,0.8422131147540983
0.018165114035154976,0.9793025233909839,0.2676158757598675,0.8367486338797814
